id,class
14646,18
14647,3
14648,14
14649,10
14650,9
14651,6
14652,5
14653,3
14654,9
14655,15
14656,13
14657,10
14658,5
14659,9
14660,8
14661,14
14662,18
14663,17
14664,9
14665,13
14666,13
14667,14
14668,3
14669,6
14670,18
14671,3
14672,8
14673,3
14674,8
14675,14
14676,15
14677,1
14678,9
14679,10
14680,9
14681,3
14682,14
14683,10
14684,9
14685,18
14686,8
14687,9
14688,10
14689,3
14690,10
14691,6
14692,13
14693,1
14694,6
14695,10
14696,4
14697,10
14698,7
14699,18
14700,17
14701,8
14702,14
14703,19
14704,13
14705,3
14706,19
14707,8
14708,5
14709,1
14710,10
14711,1
14712,12
14713,3
14714,10
14715,17
14716,6
14717,3
14718,1
14719,3
14720,8
14721,18
14722,10
14723,13
14724,9
14725,6
14726,10
14727,6
14728,4
14729,10
14730,3
14731,16
14732,6
14733,5
14734,10
14735,3
14736,16
14737,12
14738,9
14739,6
14740,2
14741,13
14742,19
14743,16
14744,6
14745,19
14746,13
14747,17
14748,19
14749,12
14750,1
14751,9
14752,4
14753,6
14754,8
14755,18
14756,19
14757,18
14758,15
14759,14
14760,14
14761,8
14762,18
14763,8
14764,19
14765,15
14766,8
14767,18
14768,8
14769,1
14770,14
14771,15
14772,14
14773,19
14774,6
14775,3
14776,8
14777,15
14778,13
14779,13
14780,9
14781,10
14782,13
14783,18
14784,6
14785,18
14786,10
14787,5
14788,15
14789,1
14790,13
14791,10
14792,2
14793,17
14794,9
14795,14
14796,15
14797,6
14798,7
14799,10
14800,19
14801,16
14802,13
14803,8
14804,8
14805,3
14806,1
14807,13
14808,9
14809,13
14810,19
14811,19
14812,7
14813,9
14814,13
14815,10
14816,12
14817,18
14818,19
14819,14
14820,10
14821,9
14822,18
14823,17
14824,14
14825,12
14826,4
14827,18
14828,8
14829,6
14830,2
14831,3
14832,8
14833,6
14834,1
14835,12
14836,9
14837,8
14838,14
14839,10
14840,3
14841,8
14842,18
14843,13
14844,8
14845,12
14846,8
14847,3
14848,9
14849,16
14850,6
14851,12
14852,5
14853,4
14854,15
14855,17
14856,3
14857,16
14858,8
14859,3
14860,9
14861,3
14862,8
14863,12
14864,19
14865,5
14866,9
14867,9
14868,4
14869,9
14870,2
14871,13
14872,16
14873,12
14874,15
14875,17
14876,13
14877,13
14878,18
14879,19
14880,10
14881,17
14882,17
14883,17
14884,17
14885,1
14886,18
14887,9
14888,15
14889,18
14890,3
14891,17
14892,13
14893,10
14894,14
14895,3
14896,13
14897,17
14898,19
14899,15
14900,13
14901,17
14902,4
14903,11
14904,14
14905,9
14906,10
14907,3
14908,10
14909,1
14910,3
14911,9
14912,1
14913,11
14914,13
14915,14
14916,17
14917,8
14918,16
14919,12
14920,1
14921,12
14922,18
14923,17
14924,10
14925,4
14926,18
14927,12
14928,8
14929,6
14930,3
14931,4
14932,14
14933,10
14934,3
14935,19
14936,15
14937,3
14938,17
14939,10
14940,14
14941,10
14942,9
14943,10
14944,12
14945,9
14946,8
14947,13
14948,2
14949,8
14950,9
14951,8
14952,4
14953,5
14954,13
14955,15
14956,8
14957,15
14958,10
14959,8
14960,16
14961,9
14962,12
14963,18
14964,19
14965,7
14966,13
14967,2
14968,19
14969,9
14970,3
14971,19
14972,8
14973,19
14974,13
14975,3
14976,13
14977,9
14978,1
14979,16
14980,4
14981,13
14982,18
14983,6
14984,8
14985,18
14986,9
14987,18
14988,11
14989,13
14990,3
14991,13
14992,10
14993,14
14994,1
14995,3
14996,10
14997,1
14998,18
14999,15
15000,8
15001,10
15002,4
15003,8
15004,12
15005,8
15006,15
15007,8
15008,7
15009,3
15010,18
15011,17
15012,8
15013,10
15014,17
15015,13
15016,18
15017,2
15018,6
15019,6
15020,15
15021,5
15022,4
15023,17
15024,13
15025,6
15026,1
15027,17
15028,9
15029,3
15030,1
15031,4
15032,3
15033,1
15034,15
15035,5
15036,14
15037,16
15038,19
15039,12
15040,9
15041,13
15042,19
15043,13
15044,2
15045,14
15046,1
15047,14
15048,10
15049,16
15050,19
15051,19
15052,3
15053,3
15054,16
15055,9
15056,3
15057,3
15058,14
15059,1
15060,15
15061,17
15062,9
15063,1
15064,10
15065,18
15066,7
15067,16
15068,1
15069,18
15070,12
15071,13
15072,13
15073,12
15074,1
15075,3
15076,19
15077,13
15078,9
15079,14
15080,14
15081,10
15082,5
15083,3
15084,1
15085,12
15086,4
15087,6
15088,13
15089,4
15090,8
15091,9
15092,13
15093,19
15094,2
15095,8
15096,9
15097,11
15098,4
15099,10
15100,13
15101,9
15102,15
15103,3
15104,5
15105,15
15106,9
15107,1
15108,19
15109,9
15110,2
15111,9
15112,6
15113,13
15114,10
15115,13
15116,8
15117,15
15118,2
15119,9
15120,9
15121,15
15122,18
15123,9
15124,8
15125,19
15126,2
15127,18
15128,4
15129,13
15130,7
15131,14
15132,1
15133,3
15134,6
15135,14
15136,15
15137,10
15138,9
15139,5
15140,10
15141,9
15142,13
15143,13
15144,9
15145,1
15146,3
15147,15
15148,2
15149,12
15150,13
15151,13
15152,3
15153,7
15154,18
15155,7
15156,14
15157,8
15158,16
15159,12
15160,2
15161,8
15162,19
15163,10
15164,4
15165,13
15166,12
15167,8
15168,8
15169,13
15170,1
15171,17
15172,15
15173,12
15174,19
15175,14
15176,8
15177,15
15178,13
15179,13
15180,1
15181,12
15182,14
15183,3
15184,13
15185,8
15186,17
15187,19
15188,15
15189,2
15190,17
15191,14
15192,15
15193,7
15194,15
15195,17
15196,18
15197,16
15198,19
15199,11
15200,3
15201,6
15202,1
15203,15
15204,8
15205,13
15206,19
15207,17
15208,8
15209,8
15210,19
15211,3
15212,2
15213,9
15214,6
15215,6
15216,8
15217,15
15218,6
15219,16
15220,9
15221,8
15222,15
15223,9
15224,17
15225,14
15226,15
15227,15
15228,6
15229,10
15230,16
15231,8
15232,8
15233,6
15234,4
15235,14
15236,12
15237,19
15238,1
15239,11
15240,18
15241,2
15242,14
15243,7
15244,19
15245,16
15246,19
15247,16
15248,6
15249,3
15250,13
15251,9
15252,1
15253,6
15254,19
15255,10
15256,19
15257,6
15258,3
15259,8
15260,14
15261,19
15262,13
15263,13
15264,18
15265,13
15266,13
15267,14
15268,15
15269,10
15270,13
15271,14
15272,10
15273,9
15274,12
15275,15
15276,12
15277,8
15278,9
15279,14
15280,9
15281,8
15282,11
15283,18
15284,15
15285,2
15286,13
15287,6
15288,9
15289,18
15290,1
15291,14
15292,8
15293,6
15294,10
15295,16
15296,18
15297,8
15298,10
15299,8
15300,18
15301,3
15302,15
15303,17
15304,13
15305,17
15306,3
15307,1
15308,8
15309,12
15310,15
15311,19
15312,13
15313,8
15314,3
15315,18
15316,16
15317,17
15318,10
15319,7
15320,12
15321,9
15322,10
15323,18
15324,11
15325,1
15326,1
15327,13
15328,15
15329,8
15330,15
15331,10
15332,17
15333,8
15334,4
15335,12
15336,1
15337,7
15338,9
15339,15
15340,1
15341,6
15342,18
15343,10
15344,6
15345,17
15346,17
15347,7
15348,1
15349,14
15350,13
15351,13
15352,12
15353,9
15354,11
15355,13
15356,6
15357,13
15358,12
15359,7
15360,12
15361,15
15362,9
15363,14
15364,14
15365,17
15366,15
15367,16
15368,8
15369,14
15370,8
15371,16
15372,4
15373,6
15374,10
15375,4
15376,13
15377,8
15378,13
15379,10
15380,10
15381,17
15382,14
15383,3
15384,9
15385,10
15386,16
15387,17
15388,19
15389,13
15390,10
15391,6
15392,19
15393,18
15394,8
15395,14
15396,14
15397,16
15398,16
15399,8
15400,10
15401,2
15402,15
15403,15
15404,16
15405,6
15406,8
15407,6
15408,19
15409,6
15410,6
15411,11
15412,19
15413,1
15414,10
15415,13
15416,14
15417,9
15418,9
15419,19
15420,3
15421,12
15422,3
15423,9
15424,11
15425,17
15426,13
15427,12
15428,19
15429,6
15430,4
15431,18
15432,10
15433,9
15434,15
15435,3
15436,13
15437,6
15438,8
15439,5
15440,3
15441,10
15442,19
15443,15
15444,17
15445,4
15446,15
15447,13
15448,13
15449,3
15450,13
15451,19
15452,11
15453,10
15454,15
15455,15
15456,8
15457,15
15458,9
15459,16
15460,17
15461,8
15462,13
15463,18
15464,8
15465,9
15466,13
15467,11
15468,18
15469,1
15470,2
15471,12
15472,12
15473,6
15474,10
15475,10
15476,6
15477,2
15478,15
15479,13
15480,14
15481,8
15482,1
15483,16
15484,18
15485,10
15486,4
15487,18
15488,14
15489,19
15490,1
15491,3
15492,6
15493,9
15494,15
15495,8
15496,12
15497,2
15498,18
15499,3
15500,8
15501,18
15502,11
15503,9
15504,19
15505,9
15506,11
15507,13
15508,4
15509,13
15510,12
15511,14
15512,1
15513,2
15514,6
15515,14
15516,19
15517,15
15518,6
15519,12
15520,3
15521,1
15522,8
15523,7
15524,13
15525,10
15526,16
15527,4
15528,12
15529,14
15530,6
15531,17
15532,19
15533,18
15534,17
15535,8
15536,10
15537,18
15538,18
15539,14
15540,9
15541,14
15542,9
15543,4
15544,18
15545,3
15546,10
15547,13
15548,17
15549,9
15550,16
15551,11
15552,8
15553,15
15554,14
15555,12
15556,4
15557,8
15558,3
15559,12
15560,18
15561,1
15562,8
15563,8
15564,6
15565,13
15566,9
15567,13
15568,6
15569,18
15570,10
15571,6
15572,8
15573,4
15574,8
15575,9
15576,14
15577,9
15578,18
15579,5
15580,15
15581,9
15582,9
15583,3
15584,5
15585,19
15586,15
15587,15
15588,8
15589,18
15590,9
15591,11
15592,16
15593,11
15594,4
15595,12
15596,8
15597,1
15598,8
15599,17
15600,17
15601,9
15602,9
15603,3
15604,13
15605,13
15606,12
15607,19
15608,16
15609,6
15610,16
15611,19
15612,15
15613,13
15614,18
15615,18
15616,13
15617,19
15618,3
15619,8
15620,12
15621,18
15622,2
15623,6
15624,8
15625,19
15626,13
15627,17
15628,9
15629,2
15630,13
15631,6
15632,12
15633,12
15634,12
15635,14
15636,13
15637,1
15638,10
15639,18
15640,3
15641,16
15642,6
15643,11
15644,15
15645,6
15646,5
15647,14
15648,13
15649,18
15650,12
15651,15
15652,13
15653,3
15654,8
15655,9
15656,19
15657,18
15658,17
15659,19
15660,6
15661,3
15662,6
15663,15
15664,10
15665,18
15666,3
15667,16
15668,10
15669,14
15670,4
15671,9
15672,4
15673,15
15674,6
15675,15
15676,18
15677,12
15678,3
15679,9
15680,12
15681,8
15682,13
15683,5
15684,12
15685,19
15686,6
15687,9
15688,16
15689,3
15690,3
15691,5
15692,14
15693,1
15694,10
15695,15
15696,13
15697,13
15698,8
15699,15
15700,14
15701,12
15702,17
15703,12
15704,10
15705,11
15706,9
15707,17
15708,3
15709,9
15710,16
15711,4
15712,7
15713,15
15714,12
15715,13
15716,9
15717,18
15718,11
15719,13
15720,2
15721,12
15722,7
15723,13
15724,1
15725,13
15726,14
15727,19
15728,19
15729,3
15730,7
15731,9
15732,10
15733,15
15734,19
15735,16
15736,18
15737,14
15738,13
15739,15
15740,13
15741,3
15742,13
15743,12
15744,14
15745,18
15746,9
15747,12
15748,18
15749,17
15750,18
15751,10
15752,10
15753,5
15754,8
15755,10
15756,8
15757,3
15758,18
15759,9
15760,2
15761,9
15762,13
15763,13
15764,6
15765,2
15766,8
15767,15
15768,13
15769,8
15770,9
15771,9
15772,12
15773,10
15774,10
15775,13
15776,13
15777,10
15778,9
15779,14
15780,9
15781,18
15782,3
15783,1
15784,12
15785,13
15786,3
15787,9
15788,1
15789,17
15790,3
15791,7
15792,8
15793,15
15794,10
15795,18
15796,10
15797,9
15798,12
15799,1
15800,9
15801,13
15802,1
15803,14
15804,10
15805,8
15806,18
15807,9
15808,15
15809,9
15810,13
15811,19
15812,15
15813,6
15814,15
15815,13
15816,16
15817,1
15818,7
15819,19
15820,14
15821,3
15822,14
15823,15
15824,4
15825,9
15826,7
15827,17
15828,16
15829,6
15830,1
15831,1
15832,8
15833,3
15834,5
15835,17
15836,9
15837,19
15838,1
15839,15
15840,13
15841,8
15842,11
15843,8
15844,15
15845,19
15846,9
15847,10
15848,19
15849,3
15850,3
15851,8
15852,6
15853,8
15854,8
15855,9
15856,11
15857,8
15858,13
15859,12
15860,9
15861,18
15862,8
15863,15
15864,10
15865,6
15866,3
15867,6
15868,10
15869,3
15870,18
15871,19
15872,16
15873,15
15874,13
15875,4
15876,19
15877,3
15878,17
15879,13
15880,18
15881,19
15882,12
15883,5
15884,19
15885,16
15886,3
15887,19
15888,10
15889,4
15890,8
15891,19
15892,6
15893,1
15894,14
15895,19
15896,15
15897,10
15898,12
15899,6
15900,17
15901,19
15902,3
15903,9
15904,18
15905,14
15906,18
15907,4
15908,19
15909,3
15910,8
15911,13
15912,19
15913,1
15914,10
15915,15
15916,3
15917,8
15918,16
15919,15
15920,14
15921,9
15922,10
15923,18
15924,6
15925,12
15926,19
15927,18
15928,10
15929,6
15930,14
15931,1
15932,8
15933,15
15934,6
15935,18
15936,6
15937,4
15938,3
15939,3
15940,6
15941,9
15942,4
15943,13
15944,14
15945,8
15946,6
15947,7
15948,3
15949,6
15950,2
15951,6
15952,16
15953,5
15954,8
15955,15
15956,3
15957,19
15958,15
15959,17
15960,18
15961,2
15962,3
15963,9
15964,19
15965,16
15966,15
15967,4
15968,5
15969,6
15970,10
15971,4
15972,6
15973,17
15974,1
15975,18
15976,2
15977,8
15978,18
15979,9
15980,9
15981,1
15982,15
15983,16
15984,14
15985,17
15986,6
15987,18
15988,3
15989,18
15990,8
15991,13
15992,6
15993,19
15994,17
15995,4
15996,18
15997,3
15998,13
15999,17
16000,2
16001,10
16002,8
16003,13
16004,13
16005,12
16006,15
16007,14
16008,6
16009,8
16010,7
16011,14
16012,17
16013,19
16014,2
16015,12
16016,2
16017,6
16018,3
16019,8
16020,3
16021,9
16022,19
16023,18
16024,16
16025,8
16026,12
16027,9
16028,9
16029,13
16030,13
16031,8
16032,8
16033,2
16034,8
16035,9
16036,10
16037,16
16038,9
16039,13
16040,18
16041,14
16042,3
16043,15
16044,10
16045,9
16046,9
16047,9
16048,9
16049,13
16050,10
16051,14
16052,13
16053,12
16054,14
16055,15
16056,11
16057,6
16058,8
16059,12
16060,12
16061,8
16062,8
16063,8
16064,10
16065,13
16066,8
16067,3
16068,8
16069,8
16070,6
16071,17
16072,9
16073,11
16074,8
16075,8
16076,2
16077,13
16078,13
16079,7
16080,12
16081,9
16082,14
16083,15
16084,17
16085,4
16086,3
16087,15
16088,1
16089,3
16090,15
16091,15
16092,4
16093,14
16094,9
16095,1
16096,13
16097,6
16098,3
16099,15
16100,19
16101,18
16102,15
16103,15
16104,18
16105,9
16106,6
16107,8
16108,9
16109,15
16110,4
16111,13
16112,15
16113,8
16114,2
16115,2
16116,3
16117,19
16118,13
16119,9
16120,11
16121,15
16122,1
16123,15
16124,19
16125,19
16126,5
16127,6
16128,9
16129,12
16130,18
16131,13
16132,15
16133,6
16134,13
16135,14
16136,13
16137,11
16138,16
16139,7
16140,2
16141,13
16142,3
16143,11
16144,11
16145,13
16146,6
16147,13
16148,18
16149,7
16150,12
16151,13
16152,15
16153,9
16154,3
16155,18
16156,19
16157,8
16158,9
16159,5
16160,12
16161,12
16162,6
16163,15
16164,18
16165,10
16166,8
16167,4
16168,6
16169,19
16170,18
16171,14
16172,13
16173,13
16174,14
16175,19
16176,18
16177,4
16178,3
16179,8
16180,5
16181,19
16182,4
16183,19
16184,4
16185,15
16186,9
16187,6
16188,19
16189,6
16190,1
16191,15
16192,17
16193,19
16194,13
16195,13
16196,10
16197,3
16198,11
16199,13
16200,17
16201,19
16202,6
16203,18
16204,5
16205,9
16206,10
16207,12
16208,1
16209,3
16210,7
16211,9
16212,19
16213,10
16214,12
16215,12
16216,14
16217,13
16218,19
16219,12
16220,13
16221,6
16222,15
16223,14
16224,16
16225,8
16226,14
16227,3
16228,8
16229,8
16230,12
16231,9
16232,16
16233,15
16234,19
16235,4
16236,18
16237,2
16238,6
16239,1
16240,15
16241,15
16242,17
16243,10
16244,6
16245,8
16246,1
16247,17
16248,7
16249,17
16250,15
16251,10
16252,9
16253,14
16254,5
16255,6
16256,9
16257,5
16258,6
16259,17
16260,12
16261,5
16262,12
16263,13
16264,16
16265,15
16266,1
16267,5
16268,19
16269,17
16270,12
16271,14
16272,13
16273,16
16274,15
16275,13
16276,16
16277,18
16278,8
16279,18
16280,9
16281,17
16282,9
16283,6
16284,12
16285,6
16286,3
16287,10
16288,7
16289,13
16290,15
16291,10
16292,8
16293,18
16294,9
16295,10
16296,10
16297,19
16298,10
16299,16
16300,3
16301,3
16302,15
16303,17
16304,8
16305,13
16306,1
16307,14
16308,8
16309,3
16310,3
16311,8
16312,14
16313,10
16314,18
16315,8
16316,1
16317,9
16318,13
16319,10
16320,15
16321,8
16322,14
16323,16
16324,3
16325,16
16326,13
16327,6
16328,12
16329,8
16330,12
16331,19
16332,15
16333,10
16334,18
16335,9
16336,2
16337,15
16338,4
16339,8
16340,15
16341,6
16342,17
16343,10
16344,19
16345,18
16346,6
16347,18
16348,6
16349,8
16350,14
16351,12
16352,4
16353,9
16354,4
16355,6
16356,12
16357,7
16358,19
16359,12
16360,6
16361,19
16362,11
16363,10
16364,4
16365,13
16366,7
16367,11
16368,16
16369,7
16370,9
16371,8
16372,4
16373,2
16374,6
16375,10
16376,3
16377,13
16378,13
16379,3
16380,2
16381,3
16382,10
16383,7
16384,14
16385,15
16386,1
16387,5
16388,18
16389,19
16390,6
16391,14
16392,13
16393,19
16394,6
16395,10
16396,13
16397,3
16398,1
16399,10
16400,13
16401,6
16402,17
16403,9
16404,3
16405,13
16406,4
16407,17
16408,6
16409,3
16410,8
16411,18
16412,6
16413,4
16414,9
16415,19
16416,6
16417,13
16418,6
16419,10
16420,19
16421,9
16422,12
16423,6
16424,5
16425,12
16426,13
16427,9
16428,9
16429,18
16430,14
16431,17
16432,4
16433,10
16434,12
16435,18
16436,4
16437,17
16438,14
16439,15
16440,3
16441,13
16442,14
16443,14
16444,12
16445,13
16446,19
16447,3
16448,6
16449,6
16450,4
16451,18
16452,15
16453,15
16454,15
16455,4
16456,19
16457,10
16458,18
16459,1
16460,16
16461,3
16462,9
16463,10
16464,9
16465,15
16466,19
16467,10
16468,8
16469,12
16470,10
16471,10
16472,6
16473,17
16474,8
16475,15
16476,13
16477,13
16478,13
16479,13
16480,8
16481,19
16482,9
16483,14
16484,6
16485,9
16486,7
16487,6
16488,6
16489,9
16490,2
16491,10
16492,13
16493,8
16494,8
16495,18
16496,10
16497,17
16498,15
16499,13
16500,9
16501,9
16502,8
16503,15
16504,6
16505,10
16506,10
16507,3
16508,6
16509,7
16510,7
16511,12
16512,8
16513,15
16514,6
16515,1
16516,19
16517,3
16518,6
16519,5
16520,1
16521,15
16522,17
16523,15
16524,6
16525,13
16526,18
16527,9
16528,9
16529,10
16530,1
16531,15
16532,8
16533,6
16534,12
16535,18
16536,4
16537,2
16538,6
16539,4
16540,19
16541,17
16542,15
16543,4
16544,8
16545,6
16546,8
16547,6
16548,9
16549,6
16550,12
16551,9
16552,4
16553,15
16554,14
16555,10
16556,4
16557,17
16558,14
16559,8
16560,15
16561,4
16562,18
16563,8
16564,6
16565,14
16566,8
16567,18
16568,13
16569,9
16570,13
16571,15
16572,17
16573,17
16574,18
16575,13
16576,15
16577,12
16578,3
16579,6
16580,15
16581,3
16582,18
16583,9
16584,3
16585,9
16586,3
16587,6
16588,14
16589,2
16590,3
16591,8
16592,14
16593,19
16594,8
16595,5
16596,9
16597,12
16598,6
16599,14
16600,14
16601,14
16602,7
16603,6
16604,14
16605,15
16606,6
16607,12
16608,19
16609,8
16610,13
16611,19
16612,10
16613,10
16614,18
16615,9
16616,3
16617,11
16618,1
16619,2
16620,16
16621,3
16622,18
16623,13
16624,19
16625,13
16626,12
16627,9
16628,6
16629,13
16630,12
16631,9
16632,11
16633,13
16634,8
16635,6
16636,3
16637,8
16638,1
16639,1
16640,5
16641,14
16642,8
16643,17
16644,9
16645,10
16646,5
16647,9
16648,18
16649,3
16650,12
16651,3
16652,4
16653,12
16654,14
16655,13
16656,13
16657,3
16658,19
16659,13
16660,19
16661,15
16662,19
16663,9
16664,1
16665,3
16666,9
16667,2
16668,9
16669,8
16670,7
16671,11
16672,9
16673,8
16674,19
16675,16
16676,15
16677,17
16678,6
16679,19
16680,19
16681,4
16682,8
16683,17
16684,17
16685,8
16686,6
16687,8
16688,9
16689,15
16690,3
16691,6
16692,3
16693,3
16694,14
16695,9
16696,5
16697,6
16698,7
16699,13
16700,3
16701,14
16702,9
16703,19
16704,19
16705,4
16706,14
16707,8
16708,13
16709,8
16710,17
16711,3
16712,1
16713,18
16714,10
16715,4
16716,17
16717,13
16718,13
16719,15
16720,6
16721,18
16722,6
16723,3
16724,4
16725,13
16726,8
16727,19
16728,10
16729,9
16730,6
16731,16
16732,18
16733,13
16734,17
16735,6
16736,8
16737,3
16738,10
16739,15
16740,19
16741,12
16742,3
16743,6
16744,13
16745,13
16746,8
16747,12
16748,10
16749,6
16750,9
16751,9
16752,14
16753,3
16754,7
16755,8
16756,18
16757,18
16758,12
16759,10
16760,18
16761,14
16762,3
16763,1
16764,8
16765,15
16766,9
16767,12
16768,4
16769,14
16770,13
16771,13
16772,11
16773,17
16774,13
16775,18
16776,11
16777,18
16778,18
16779,14
16780,18
16781,14
16782,17
16783,13
16784,15
16785,10
16786,10
16787,3
16788,2
16789,3
16790,13
16791,3
16792,15
16793,18
16794,8
16795,8
16796,6
16797,15
16798,13
16799,8
16800,3
16801,19
16802,8
16803,19
16804,12
16805,12
16806,14
16807,9
16808,13
16809,12
16810,8
16811,2
16812,1
16813,1
16814,14
16815,14
16816,10
16817,15
16818,6
16819,4
16820,8
16821,13
16822,6
16823,6
16824,14
16825,12
16826,9
16827,14
16828,9
16829,18
16830,12
16831,17
16832,18
16833,7
16834,10
16835,1
16836,3
16837,7
16838,10
16839,15
16840,12
16841,9
16842,10
16843,8
16844,11
16845,15
16846,9
16847,13
16848,18
16849,1
16850,6
16851,3
16852,1
16853,19
16854,10
16855,9
16856,1
16857,1
16858,9
16859,4
16860,15
16861,9
16862,2
16863,8
16864,6
16865,6
16866,10
16867,9
16868,6
16869,8
16870,1
16871,9
16872,16
16873,6
16874,1
16875,3
16876,10
16877,13
16878,16
16879,9
16880,15
16881,6
16882,14
16883,9
16884,13
16885,18
16886,8
16887,8
16888,15
16889,6
16890,16
16891,8
16892,14
16893,7
16894,18
16895,17
16896,8
16897,9
16898,13
16899,3
16900,13
16901,9
16902,15
16903,3
16904,15
16905,19
16906,1
16907,6
16908,2
16909,6
16910,8
16911,8
16912,7
16913,17
16914,13
16915,3
16916,13
16917,19
16918,7
16919,14
16920,5
16921,2
16922,15
16923,7
16924,17
16925,14
16926,6
16927,10
16928,2
16929,3
16930,15
16931,7
16932,9
16933,13
16934,10
16935,12
16936,1
16937,9
16938,11
16939,3
16940,2
16941,5
16942,10
16943,10
16944,1
16945,8
16946,15
16947,16
16948,14
16949,8
16950,9
16951,8
16952,1
16953,10
16954,1
16955,4
16956,14
16957,17
16958,15
16959,8
16960,18
16961,10
16962,13
16963,14
16964,16
16965,8
16966,10
16967,14
16968,5
16969,10
16970,12
16971,8
16972,17
16973,17
16974,18
16975,14
16976,8
16977,1
16978,13
16979,7
16980,17
16981,19
16982,18
16983,11
16984,3
16985,15
16986,3
16987,2
16988,9
16989,4
16990,9
16991,16
16992,6
16993,13
16994,19
16995,11
16996,15
16997,16
16998,12
16999,9
17000,17
17001,16
17002,16
17003,6
17004,9
17005,18
17006,6
17007,2
17008,13
17009,3
17010,14
17011,17
17012,6
17013,13
17014,3
17015,6
17016,6
17017,17
17018,17
17019,12
17020,7
17021,12
17022,12
17023,13
17024,6
17025,6
17026,3
17027,17
17028,6
17029,15
17030,12
17031,6
17032,7
17033,1
17034,17
17035,9
17036,8
17037,4
17038,18
17039,9
17040,2
17041,3
17042,8
17043,19
17044,12
17045,17
17046,6
17047,11
17048,4
17049,9
17050,17
17051,1
17052,7
17053,11
17054,7
17055,9
17056,3
17057,17
17058,12
17059,8
17060,14
17061,2
17062,15
17063,3
17064,8
17065,10
17066,17
17067,3
17068,13
17069,13
17070,4
17071,9
17072,12
17073,12
17074,9
17075,8
17076,7
17077,9
17078,10
17079,18
17080,8
17081,4
17082,9
17083,17
17084,15
17085,8
17086,18
17087,18
17088,5
17089,10
17090,3
17091,12
17092,18
17093,18
17094,8
17095,1
17096,4
17097,11
17098,18
17099,19
17100,18
17101,19
17102,13
17103,18
17104,7
17105,3
17106,8
17107,15
17108,9
17109,15
17110,6
17111,3
17112,6
17113,13
17114,5
17115,8
17116,9
17117,6
17118,15
17119,9
17120,6
17121,14
17122,8
17123,10
17124,9
17125,9
17126,12
17127,18
17128,16
17129,13
17130,8
17131,2
17132,5
17133,3
17134,13
17135,5
17136,17
17137,9
17138,19
17139,4
17140,5
17141,9
17142,19
17143,15
17144,13
17145,9
17146,1
17147,8
17148,14
17149,2
17150,8
17151,7
17152,9
17153,14
17154,13
17155,17
17156,4
17157,2
17158,6
17159,8
17160,3
17161,14
17162,3
17163,18
17164,13
17165,15
17166,14
17167,6
17168,14
17169,9
17170,18
17171,4
17172,16
17173,15
17174,18
17175,18
17176,15
17177,3
17178,19
17179,6
17180,9
17181,18
17182,8
17183,13
17184,1
17185,6
17186,12
17187,3
17188,17
17189,13
17190,3
17191,3
17192,7
17193,9
17194,8
17195,13
17196,3
17197,15
17198,8
17199,18
17200,14
17201,8
17202,3
17203,8
17204,12
17205,13
17206,7
17207,5
17208,3
17209,8
17210,13
17211,19
17212,5
17213,18
17214,18
17215,13
17216,18
17217,5
17218,5
17219,5
17220,1
17221,1
17222,17
17223,18
17224,17
17225,9
17226,14
17227,3
17228,1
17229,9
17230,18
17231,18
17232,9
17233,3
17234,9
17235,6
17236,13
17237,14
17238,2
17239,18
17240,8
17241,11
17242,8
17243,13
17244,4
17245,18
17246,9
17247,10
17248,6
17249,13
17250,12
17251,10
17252,3
17253,3
17254,3
17255,18
17256,6
17257,3
17258,8
17259,8
17260,8
17261,9
17262,3
17263,10
17264,12
17265,9
17266,8
17267,15
17268,6
17269,9
17270,9
17271,18
17272,12
17273,2
17274,4
17275,1
17276,9
17277,8
17278,14
17279,3
17280,13
17281,10
17282,13
17283,10
17284,18
17285,14
17286,13
17287,16
17288,19
17289,13
17290,15
17291,3
17292,3
17293,13
17294,12
17295,10
17296,13
17297,3
17298,3
17299,13
17300,8
17301,16
17302,3
17303,14
17304,17
17305,14
17306,8
17307,17
17308,8
17309,19
17310,4
17311,15
17312,13
17313,12
17314,15
17315,13
17316,1
17317,8
17318,13
17319,18
17320,18
17321,8
17322,9
17323,14
17324,18
17325,19
17326,12
17327,11
17328,10
17329,15
17330,19
17331,14
17332,15
17333,18
17334,2
17335,18
17336,7
17337,12
17338,14
17339,11
17340,17
17341,13
17342,4
17343,15
17344,8
17345,19
17346,3
17347,18
17348,4
17349,8
17350,18
17351,18
17352,10
17353,4
17354,15
17355,6
17356,15
17357,9
17358,10
17359,11
17360,8
17361,12
17362,10
17363,6
17364,3
17365,15
17366,10
17367,8
17368,18
17369,16
17370,18
17371,10
17372,10
17373,16
17374,4
17375,8
17376,14
17377,14
17378,11
17379,17
17380,8
17381,9
17382,12
17383,8
17384,8
17385,12
17386,14
17387,2
17388,18
17389,14
17390,8
17391,1
17392,8
17393,5
17394,15
17395,16
17396,3
17397,8
17398,13
17399,8
17400,8
17401,18
17402,6
17403,14
17404,15
17405,18
17406,15
17407,8
17408,6
17409,14
17410,9
17411,19
17412,13
17413,13
17414,18
17415,10
17416,10
17417,12
17418,17
17419,13
17420,2
17421,1
17422,9
17423,1
17424,18
17425,3
17426,17
17427,13
17428,14
17429,12
17430,10
17431,19
17432,4
17433,10
17434,3
17435,17
17436,12
17437,3
17438,3
17439,3
17440,10
17441,15
17442,12
17443,6
17444,17
